Network,Station,Latitude,Longitude,Elevation
PI,SP07,34.073502,-106.9188,1430.0
PI,SP07,34.0735,-106.9188,1430.0
PI,SP07,34.0735,-106.9188,1430.0
PI,SP07,34.0735,-106.9188,1430.0
PI,SP07,34.0735,-106.9188,1430.0
PI,SP07,34.0735,-106.9188,1430.0
PI,SP07,34.0735,-106.9188,1430.0
PI,SP08,34.073502,-106.9188,1430.0
PI,SP08,34.073502,-106.9188,1430.0
PI,SP08,34.073502,-106.9188,1430.0
PI,SP08,34.073502,-106.9188,1430.0
PI,SP08,34.073502,-106.9188,1430.0
PI,SP08,34.073502,-106.9188,1430.0
PI,SP08,34.073502,-106.9188,1430.0
PI,SP08,34.0735,-106.9188,1430.0
PI,SP08,34.0735,-106.9188,1430.0
PI,SP08,34.0735,-106.9188,1430.0
PI,SP08,34.0735,-106.9188,1430.0
PI,SP08,34.0735,-106.9188,1430.0
PI,SP09,34.073502,-106.9188,1430.0
PI,SP09,34.073502,-106.9188,1430.0
PI,SP09,34.073502,-106.9188,1430.0
PI,SP09,34.073502,-106.9188,1430.0
PI,SP09,34.073502,-106.9188,1430.0
PI,SP09,34.073502,-106.9188,1430.0
PI,SP09,34.073502,-106.9188,1430.0
PI,SP09,34.0735,-106.9188,1430.0
PI,SP09,34.0735,-106.9188,1430.0
PI,SP09,34.0735,-106.9188,1430.0
PI,SP09,34.0735,-106.9188,1430.0
PI,SP09,34.0735,-106.9188,1430.0
PI,WP00,34.0733,-106.9193,1430.0
PI,WP01,34.073299,-106.919296,1430.0
PI,WP01,34.073299,-106.919296,1430.0
PI,WP01,34.073299,-106.919296,1430.0
PI,WP01,34.073299,-106.919296,1430.0
PI,WP01,34.073299,-106.919296,1430.0
PI,WP01,34.073299,-106.919296,1430.0
PI,WP01,34.073299,-106.919296,1430.0
PI,WP01,34.0733,-106.9193,1430.0
PI,WP01,34.0733,-106.9193,1430.0
PI,WP01,34.0733,-106.9193,1430.0
PI,WP01,34.0733,-106.9193,1430.0
PI,WP01,34.0733,-106.9193,1430.0
PI,WP01,34.0733,-106.9193,1430.0
PI,WP02,34.074001,-106.918999,1430.0
PI,WP02,34.073299,-106.919296,1430.0
PI,WP02,34.073299,-106.919296,1430.0
PI,WP02,34.073299,-106.919296,1430.0
PI,WP02,34.073299,-106.919296,1430.0
PI,WP02,34.073299,-106.919296,1430.0
PI,WP02,34.073299,-106.919296,1430.0
PI,WP02,34.0733,-106.9193,1430.0
PI,WP02,34.0733,-106.9193,1430.0
PI,WP02,34.0733,-106.9193,1430.0
PI,WP02,34.0733,-106.9193,1430.0
PI,WP02,34.0733,-106.9193,1430.0
PI,WP02,34.0733,-106.9193,1430.0
PI,WP03,34.073299,-106.919296,1430.0
PI,WP03,34.073299,-106.919296,1430.0
PI,WP03,34.073299,-106.919296,1430.0
PI,WP03,34.073299,-106.919296,1430.0
PI,WP03,34.073299,-106.919296,1430.0
PI,WP03,34.073299,-106.919296,1430.0
PI,WP03,34.073299,-106.919296,1430.0
PI,WP03,34.0733,-106.9193,1430.0
PI,WP03,34.0733,-106.9193,1430.0
PI,WP03,34.0733,-106.9193,1430.0
PI,WP03,34.0733,-106.9193,1430.0
PI,WP03,34.0733,-106.9193,1430.0
PI,WP03,34.0733,-106.9193,1430.0
PI,WP04,34.073299,-106.919296,1430.0
PI,WP04,34.073299,-106.919296,1430.0
PI,WP04,34.073299,-106.919296,1430.0
PI,WP04,34.073299,-106.919296,1430.0
PI,WP04,34.0733,-106.9193,1430.0
PI,WP04,34.0733,-106.9193,1430.0
PI,WP04,34.0733,-106.9193,1430.0
PI,WP04,34.0733,-106.9193,1430.0
PI,WP04,34.0733,-106.9193,1430.0
PI,WP04,34.0733,-106.9193,1430.0
PN,PPABQ,35.084999,-106.650002,1620.0
PN,PPDGL,31.400999,-109.866997,1231.0
PN,PPDHS,32.256001,-107.763,1321.0
PN,PPHOB,32.682999,-103.217003,1115.0
PN,PPIGN,37.117001,-107.633003,1974.0
PN,PPREH,35.528999,-108.653999,2003.0
PN,PPSPR,37.328201,-102.624901,1330.0
PN,PPSTJ,34.300999,-109.233002,1615.0
S8,PB01,31.99804,-104.07865,944.2
S8,PB02,31.99912,-104.06144,920.8
SC,121A,32.532398,-107.785103,1652.0
SC,BAR,34.150002,-106.627831,2121.0
SC,BMT,34.275002,-107.260162,1987.0
SC,CAR,33.952499,-106.734497,1658.0
SC,CARB,33.952869,-106.73555,1658.0
SC,CBET,32.420502,-103.999001,1042.0
SC,CBET,32.4203,-103.878998,1042.0
SC,CL2B,32.264168,-103.878601,2121.0
SC,CL2B,32.264099,-103.878998,1046.0
SC,CL7,32.41283,-103.807503,1032.0
SC,CL7,32.413,-103.8084,1034.0
SC,CL7,32.413,-103.8084,1034.0
SC,CPRX,33.030376,-103.867249,1356.0
SC,CPRX,33.0308,-103.867302,1361.0
SC,CPRX,33.0308,-103.867302,1361.0
SC,DAG,32.59,-104.690002,1277.0
SC,DAG,32.591,-104.691704,1280.0
SC,DAG,32.591,-104.691704,1280.0
SC,FAR1,36.90071,-108.06104,1899.0
SC,FAR2,36.90211,-108.05401,1896.0
SC,FAR3,36.89208,-108.04971,1852.0
SC,GDL2,32.2005,-104.363503,1213.0
SC,GDL2,32.200802,-104.363701,1211.0
SC,GDL2,32.200802,-104.363701,1211.0
SC,HOB3,32.735382,-103.386265,1164.0
SC,HOB5,32.861927,-103.571485,1239.0
SC,HTMS,32.4725,-103.634163,1192.0
SC,HTMS,32.472599,-103.6343,1192.0
SC,JAL,32.20241,-103.22932,1020.0
SC,LAZ,34.241199,-107.013931,1878.0
SC,LEM,34.165501,-106.974167,1698.0
SC,LPM,34.3116,-106.631836,1737.0
SC,MLM,34.814167,-107.144997,2088.0
SC,PDB,32.0722,-103.59662,1025.0
SC,RH1,32.214585,-103.518215,1093.9
SC,SBY,33.975166,-107.180664,3230.0
SC,SMC,33.778667,-107.019302,1560.0
SC,SRGE,34.047657,-106.859268,0.0
SC,SRH,32.491749,-104.515381,1266.0
SC,SRH,32.491798,-104.515404,1276.0
SC,SSS,32.354599,-103.396835,1073.0
SC,SSS,32.355099,-103.398598,1072.0
SC,WTX,34.072166,-106.945831,1555.0
SC,Y22A,33.937,-106.965202,1674.0
SC,Y22D,34.0739,-106.921,1436.0
SR,ANMO,34.946201,-106.456703,1740.0
SY,118A,32.6399,-109.969704,1440.0
SY,119A,32.7663,-109.302902,1406.0
SY,120A,32.5466,-108.633003,1528.0
SY,121A,32.532398,-107.785103,1652.0
SY,122A,32.699501,-107.000504,1333.0
SY,123A,32.634899,-106.262199,1206.0
SY,124A,32.7001,-105.454399,2078.0
SY,125A,32.658798,-104.657303,1212.0
SY,126A,32.646198,-104.020401,1032.0
SY,127A,32.676399,-103.357498,1160.0
SY,128A,32.6213,-102.485001,966.0
SY,219A,31.998899,-109.259201,1581.0
SY,220A,31.9041,-108.526604,1395.0
SY,221A,32.009399,-107.778198,1277.0
SY,222A,32.104599,-107.101303,1324.0
SY,223A,32.006199,-106.427597,1232.0
SY,224A,32.076,-105.522598,1487.0
SY,225A,32.1101,-104.822899,1703.0
SY,226A,32.061798,-104.101402,929.0
SY,226B,32.077801,-104.165398,981.0
SY,227A,32.012001,-103.292397,879.0
SY,228A,32.118,-102.591797,954.0
SY,318A,31.438999,-109.9907,1576.0
SY,319A,31.3757,-109.280899,1187.0
SY,319A,31.3757,-109.280899,1187.0
SY,320A,31.336901,-108.528397,1414.0
SY,324A,31.442499,-105.482803,1441.0
SY,325A,31.371099,-104.971199,1666.0
SY,326A,31.3165,-103.9786,982.0
SY,327A,31.369101,-103.492302,784.0
SY,328A,31.3818,-102.8097,755.0
SY,425A,30.7862,-104.985703,1337.0
SY,426A,30.6689,-104.029297,1943.0
SY,427A,30.8498,-103.401802,1031.0
SY,428A,30.726299,-102.6847,982.0
SY,526A,30.0609,-104.089798,1405.0
SY,527A,30.145599,-103.6119,1419.0
SY,528A,30.161501,-102.788002,1183.0
SY,529A,30.124599,-102.220398,764.0
SY,ALQ1,34.942501,-106.457497,1812.0
SY,ALQ2,34.942501,-106.457497,1848.0
SY,ANMO,34.9459,-106.457199,1750.0
SY,ANMX,34.945911,-106.457199,1760.7
SY,ASL8,34.945911,-106.457199,1818.2
SY,ASL9,34.945911,-106.457199,1818.2
SY,ASLX,34.94603,-106.45784,1644.0
SY,B0,34.073601,-106.918877,1420.0
SY,B1,34.073002,-106.918999,1437.0
SY,B2,34.073605,-106.918877,1417.0
SY,B3,34.073563,-106.918999,1418.0
SY,B4,34.073612,-106.918877,1418.0
SY,B5,34.073597,-106.918999,1416.0
SY,B6,34.073601,-106.918877,1418.0
SY,B7,34.073631,-106.918999,1418.0
SY,B8,34.07362,-106.918877,1426.0
SY,B9,34.073559,-106.918793,1418.0
SY,BH17,34.945904,-106.457047,1836.5
SY,CARB,33.952869,-106.73555,1658.0
SY,DBT2,33.957298,-106.845802,1396.0
SY,DBT2A,33.957298,-106.845802,1396.0
SY,ENG4,34.942402,-106.457901,1840.0
SY,ENG5,34.942402,-106.457901,1840.0
SY,ENG7,34.942402,-106.457901,1840.0
SY,EP00,34.074001,-106.918999,1430.0
SY,EP01,34.074001,-106.918999,1430.0
SY,EP02,34.074001,-106.918999,1430.0
SY,EP03,34.074001,-106.918999,1430.0
SY,EP04,34.074001,-106.918999,1430.0
SY,FBA1,34.942402,-106.457901,1840.0
SY,GSN3,34.94239,-106.457802,1859.1
SY,HGTCO,37.107498,-104.674011,2109.0
SY,IASL,34.946201,-106.456703,1740.0
SY,KIDD,31.771774,-106.506378,1162.5
SY,MHTCO,37.128021,-104.69101,1978.0
SY,MNTX,31.6985,-105.382103,404.8
SY,MSTX,33.969601,-102.7724,1167.0
SY,MVCO,37.2103,-108.498596,2169.9
SY,NP00,34.074001,-106.918999,1430.0
SY,NP01,34.074001,-106.919098,1430.0
SY,NP02,34.074001,-106.918999,1430.0
SY,NP03,34.074001,-106.918999,1430.0
SY,NP04,34.074001,-106.919098,1430.0
SY,NP05,34.074001,-106.918999,1430.0
SY,NP06,34.074001,-106.919098,1430.0
SY,NP07,34.074001,-106.918999,1430.0
SY,NP08,34.074001,-106.919098,1430.0
SY,NP09,34.074001,-106.918999,1430.0
SY,PB09,31.774145,-104.301445,1139.0
SY,PIT,34.945923,-106.457069,1836.4
SY,PPABQ,35.084999,-106.650002,1620.0
SY,PPDGL,31.400999,-109.866997,1231.0
SY,PPDHS,32.256001,-107.763,1321.0
SY,PPHOB,32.682999,-103.217003,1115.0
SY,PPIGN,37.117001,-107.633003,1974.0
SY,PPREH,35.528999,-108.653999,2003.0
SY,PPSPR,37.41,-102.623001,1330.0
SY,PPSTJ,34.300999,-109.233002,1615.0
SY,S18A,37.6903,-109.994797,2351.0
SY,S19A,37.745899,-109.136597,2059.0
SY,S20A,37.830002,-108.360497,2355.0
SY,S21A,37.661999,-107.791702,2723.0
SY,S22A,37.746101,-106.8293,2626.0
SY,S23A,37.705898,-106.002296,2323.0
SY,S24A,37.640701,-105.212601,2672.0
SY,S25A,37.660599,-104.434898,1821.0
SY,S26A,37.621601,-103.4711,1394.0
SY,S27A,37.683701,-102.898201,1439.0
SY,SDCO,37.745602,-105.501198,2569.0
SY,SP00,34.074001,-106.918999,1430.0
SY,SP01,34.074001,-106.918999,1430.0
SY,SP02,34.074001,-106.918999,1430.0
SY,SP03,34.074001,-106.918999,1430.0
SY,SP04,34.074001,-106.918999,1430.0
SY,SP05,34.074001,-106.918999,1430.0
SY,SP06,34.074001,-106.918999,1430.0
SY,SP07,34.074001,-106.918999,1430.0
SY,SP08,34.074001,-106.918999,1430.0
SY,SP09,34.074001,-106.918999,1430.0
SY,SRGE,34.047657,-106.859268,0.0
SY,T18A,37.136398,-109.8741,1297.0
SY,T19A,36.829899,-109.024902,1736.0
SY,T21A,36.991402,-107.534203,2006.0
SY,T22A,37.013802,-106.903,2224.0
SY,T23A,37.036098,-106.037201,2429.0
SY,T24A,37.073799,-105.052101,2510.0
SY,T24B,37.062401,-105.381699,2625.0
SY,T25A,37.138802,-104.410797,2017.0
SY,T26A,37.174702,-103.5933,1830.0
SY,T27A,37.061401,-102.721397,1366.0
SY,T28A,37.120399,-102.113602,1148.0
SY,TASL,34.9454,-106.456497,1838.0
SY,TASM,34.945499,-106.459999,1862.0
SY,TASN,34.945499,-106.459999,1862.0
SY,TASO,34.945499,-106.459999,1862.0
SY,TASP,34.945499,-106.459999,1862.0
SY,TST1,34.942501,-106.457497,1812.0
SY,TST3,34.942402,-106.457901,1744.0
SY,TST4,34.942402,-106.457901,1850.0
SY,TST5,34.942402,-106.457901,1840.0
SY,TST6,34.942402,-106.457901,1840.0
SY,TVZX,34.073299,-106.919601,0.0
SY,U18A,36.419899,-109.869598,1878.0
SY,U19A,36.2925,-109.207603,2166.0
SY,U20A,36.375801,-108.520401,1682.0
SY,U21A,36.4277,-107.657799,2124.0
SY,U22A,36.3773,-106.854599,2119.0
SY,U23A,36.328899,-106.191902,2093.0
SY,U24A,36.409302,-105.278397,2573.0
SY,U25A,36.399799,-104.408096,1845.0
SY,U26A,36.394501,-103.743896,1861.0
SY,U27A,36.421299,-102.8246,1342.0
SY,U28A,36.379299,-102.224297,1165.0
SY,V18A,35.7113,-109.932701,1977.0
SY,V19A,35.714699,-109.045601,2082.0
SY,V20A,35.799198,-108.466202,1889.0
SY,V21A,35.805401,-107.637802,2046.0
SY,V22A,35.913799,-106.909401,2164.0
SY,V23A,35.745201,-106.183296,1991.0
SY,V24A,35.725899,-105.271599,2187.0
SY,V25A,35.838299,-104.616402,1861.0
SY,V26A,35.796398,-103.786003,1362.0
SY,V27A,35.756901,-102.836098,1228.0
SY,V28A,35.7505,-102.224297,1163.0
SY,VEA1,34.945,-106.455002,1844.9
SY,VEA2,34.945,-106.455002,1844.9
SY,W18A,35.118099,-109.735703,1750.0
SY,W19A,35.111801,-109.387901,1785.0
SY,W20A,35.1259,-108.500099,2110.0
SY,W21A,35.117001,-107.647598,1966.0
SY,W22A,35.071899,-106.867401,1813.0
SY,W23A,35.1605,-106.150299,2020.0
SY,W24A,35.210602,-105.407501,1902.0
SY,W25A,35.217701,-104.460602,1446.0
SY,W26A,35.0891,-103.765602,1314.0
SY,W27A,35.063702,-103.062698,1233.0
SY,W28A,35.257401,-102.206299,1156.0
SY,WP00,34.074001,-106.918999,1430.0
SY,WP01,34.074001,-106.918999,1430.0
SY,WP02,34.074001,-106.918999,1430.0
SY,WP03,34.074001,-106.918999,1430.0
SY,WP04,34.074001,-106.918999,1430.0
SY,X18A,34.529301,-109.950104,1751.0
SY,X18A,34.529301,-109.950104,1751.0
SY,X19A,34.427502,-109.2901,1861.0
SY,X20A,34.542099,-108.498001,2057.0
SY,X21A,34.445702,-107.785698,2141.0
SY,X22A,34.505798,-107.010201,1604.0
SY,X23A,34.581001,-106.188103,1948.0
SY,X24A,34.564602,-105.434898,1917.0
SY,X25A,34.5271,-104.662102,1494.0
SY,X26A,34.5508,-103.810303,1393.0
SY,X27A,34.6469,-103.097397,1304.0
SY,X28A,34.518501,-102.197304,1160.0
SY,Y19A,33.9571,-109.254097,2448.0
SY,Y20A,33.908501,-108.3769,2177.0
SY,Y21A,34.008701,-107.674004,2168.0
SY,Y22A,33.937,-106.965202,1674.0
SY,Y22A,33.937,-106.965202,1674.0
SY,Y22C,34.0741,-106.921097,1436.0
SY,Y22D,34.073898,-106.920998,1436.0
SY,Y22E,34.0742,-106.920799,1444.0
SY,Y22F,34.0741,-106.920898,1439.0
SY,Y23A,33.931499,-106.054901,1789.0
SY,Y24A,33.925701,-105.436096,1827.0
SY,Y25A,33.922901,-104.692802,1364.0
SY,Y26A,33.923199,-103.8246,1371.0
SY,Y27A,33.8839,-103.1633,1253.0
SY,Y28A,33.9086,-102.247902,1068.0
SY,Z19A,33.292099,-109.265701,1397.0
SY,Z20A,33.113201,-108.592201,1547.0
SY,Z21A,33.308601,-107.671204,1964.0
SY,Z22A,33.255501,-106.963898,1497.0
SY,Z23A,33.2621,-106.231903,1278.0
SY,Z24A,33.3298,-105.364899,1863.0
SY,Z25A,33.279701,-104.717102,1233.0
SY,Z26A,33.271599,-103.979797,1163.0
SY,Z27A,33.314999,-103.2145,1197.0
SY,Z28A,33.288399,-102.386597,1045.0
TA,118A,32.6399,-109.969704,1440.0
TA,119A,32.7663,-109.302902,1406.0
TA,120A,32.5466,-108.633003,1528.0
TA,121A,32.532398,-107.785103,1652.0
TA,122A,32.699501,-107.000504,1333.0
TA,123A,32.634899,-106.262199,1206.0
TA,124A,32.7001,-105.454399,2078.0
TA,125A,32.658798,-104.657303,1212.0
TA,126A,32.646198,-104.020401,1032.0
TA,127A,32.676399,-103.357498,1160.0
TA,128A,32.6213,-102.485001,966.0
TA,219A,31.998899,-109.259201,1581.0
TA,220A,31.9041,-108.526604,1395.0
TA,221A,32.009399,-107.778198,1277.0
TA,222A,32.104599,-107.101303,1324.0
TA,223A,32.006199,-106.427597,1232.0
TA,224A,32.076,-105.522598,1487.0
TA,225A,32.1101,-104.822899,1703.0
TA,226A,32.061798,-104.101402,929.0
TA,226B,32.077801,-104.165398,981.0
TA,227A,32.012001,-103.292397,879.0
TA,228A,32.118,-102.591797,954.0
TA,318A,31.438999,-109.9907,1576.0
TA,319A,31.3757,-109.280899,1187.0
TA,320A,31.336901,-108.528397,1414.0
TA,324A,31.442499,-105.482803,1441.0
TA,325A,31.371099,-104.971199,1666.0
TA,326A,31.3165,-103.9786,982.0
TA,327A,31.369101,-103.492302,784.0
TA,328A,31.3818,-102.8097,755.0
TA,425A,30.7862,-104.985703,1337.0
TA,426A,30.6689,-104.029297,1943.0
TA,427A,30.8498,-103.401802,1031.0
TA,428A,30.726299,-102.6847,982.0
TA,526A,30.0609,-104.089798,1405.0
TA,527A,30.145599,-103.6119,1419.0
TA,528A,30.161501,-102.788002,1183.0
TA,529A,30.124599,-102.220398,764.0
TA,MSTX,33.969601,-102.7724,1167.0
TA,S18A,37.6903,-109.994797,2351.0
TA,S19A,37.745899,-109.136597,2059.0
TA,S20A,37.830002,-108.360497,2355.0
TA,S21A,37.661999,-107.791702,2723.0
TA,S22A,37.746101,-106.8293,2626.0
TA,S23A,37.705898,-106.002296,2323.0
TA,S24A,37.640701,-105.212601,2672.0
TA,S25A,37.660599,-104.434898,1821.0
TA,S26A,37.621601,-103.4711,1394.0
TA,S27A,37.683701,-102.898201,1439.0
TA,T18A,37.136398,-109.8741,1297.0
TA,T19A,36.829899,-109.024902,1736.0
TA,T21A,36.991402,-107.534203,2006.0
TA,T22A,37.013802,-106.903,2224.0
TA,T23A,37.036098,-106.037201,2429.0
TA,T24A,37.073799,-105.052101,2510.0
TA,T24B,37.062401,-105.381699,2625.0
TA,T25A,37.138802,-104.410797,2017.0
TA,T26A,37.174702,-103.5933,1830.0
TA,T27A,37.061401,-102.721397,1366.0
TA,T28A,37.120399,-102.113602,1148.0
TA,TASL,34.9454,-106.456497,1838.0
TA,TASM,34.945499,-106.459999,1862.0
TA,TASN,34.945499,-106.459999,1862.0
TA,TASO,34.945499,-106.459999,1862.0
TA,TASP,34.945499,-106.459999,1862.0
TA,TVZX,34.073299,-106.919601,0.0
TA,U18A,36.419899,-109.869598,1878.0
TA,U19A,36.2925,-109.207603,2166.0
TA,U20A,36.375801,-108.520401,1682.0
TA,U21A,36.4277,-107.657799,2124.0
TA,U22A,36.3773,-106.854599,2119.0
TA,U23A,36.328899,-106.191902,2093.0
TA,U24A,36.409302,-105.278397,2573.0
TA,U25A,36.399799,-104.408096,1845.0
TA,U26A,36.394501,-103.743896,1861.0
TA,U27A,36.421299,-102.8246,1342.0
TA,U28A,36.379299,-102.224297,1165.0
TA,V18A,35.7113,-109.932701,1977.0
TA,V19A,35.714699,-109.045601,2082.0
TA,V20A,35.799198,-108.466202,1889.0
TA,V21A,35.805401,-107.637802,2046.0
TA,V22A,35.913799,-106.909401,2164.0
TA,V23A,35.745201,-106.183296,1991.0
TA,V24A,35.725899,-105.271599,2187.0
TA,V25A,35.838299,-104.616402,1861.0
TA,V26A,35.796398,-103.786003,1362.0
TA,V27A,35.756901,-102.836098,1228.0
TA,V28A,35.7505,-102.224297,1163.0
TA,W18A,35.118099,-109.735703,1750.0
TA,W19A,35.111801,-109.387901,1785.0
TA,W20A,35.1259,-108.500099,2110.0
TA,W21A,35.117001,-107.647598,1966.0
TA,W22A,35.071899,-106.867401,1813.0
TA,W23A,35.1605,-106.150299,2020.0
TA,W24A,35.210602,-105.407501,1902.0
TA,W25A,35.217701,-104.460602,1446.0
TA,W26A,35.0891,-103.765602,1314.0
TA,W27A,35.063702,-103.062698,1233.0
TA,W28A,35.257401,-102.206299,1156.0
TA,X18A,34.529301,-109.950104,1751.0
TA,X19A,34.427502,-109.2901,1861.0
TA,X20A,34.542099,-108.498001,2057.0
TA,X21A,34.445702,-107.785698,2141.0
TA,X22A,34.505798,-107.010201,1604.0
TA,X23A,34.581001,-106.188103,1948.0
TA,X24A,34.564602,-105.434898,1917.0
TA,X25A,34.5271,-104.662102,1494.0
TA,X26A,34.5508,-103.810303,1393.0
TA,X27A,34.6469,-103.097397,1304.0
TA,X28A,34.518501,-102.197304,1160.0
TA,Y19A,33.9571,-109.254097,2448.0
TA,Y20A,33.908501,-108.3769,2177.0
TA,Y21A,34.008701,-107.674004,2168.0
TA,Y22A,33.937,-106.965202,1674.0
TA,Y22C,34.0741,-106.921097,1436.0
TA,Y22D,34.0739,-106.921,1436.0
TA,Y22E,34.0742,-106.920799,1444.0
TA,Y22F,34.0741,-106.920898,1439.0
TA,Y23A,33.931499,-106.054901,1789.0
TA,Y24A,33.925701,-105.436096,1827.0
TA,Y25A,33.922901,-104.692802,1364.0
TA,Y26A,33.923199,-103.8246,1371.0
TA,Y27A,33.8839,-103.1633,1253.0
TA,Y28A,33.9086,-102.247902,1068.0
TA,Z19A,33.292099,-109.265701,1397.0
TA,Z20A,33.113201,-108.592201,1547.0
TA,Z21A,33.308601,-107.671204,1964.0
TA,Z22A,33.255501,-106.963898,1497.0
TA,Z23A,33.2621,-106.231903,1278.0
TA,Z24A,33.3298,-105.364899,1863.0
TA,Z25A,33.279701,-104.717102,1233.0
TA,Z26A,33.271599,-103.979797,1163.0
TA,Z27A,33.314999,-103.2145,1197.0
TA,Z28A,33.288399,-102.386597,1045.0
TX,ALPN,30.374479,-103.638519,1368.0
TX,DG01,31.377576,-103.271077,787.0
TX,DG02,31.40151,-103.54313,804.0
TX,DG03,31.39022,-103.48532,737.0
TX,DG04,31.28734,-103.41261,795.0
TX,DG05,31.17007,-103.493279,837.0
TX,DG06,31.4124,-103.4845,785.0
TX,DG07,31.452888,-103.52788,794.0
TX,DG08,31.19053,-103.7242,895.0
TX,DG09,31.37222,-103.51277,795.0
TX,DG10,31.392949,-103.488839,790.0
TX,MB01,31.667734,-102.08291,859.0
TX,MB01,31.667734,-102.08291,859.0
TX,MB02,31.19806,-102.037907,767.74
TX,MB04,32.62542,-102.48802,956.0
TX,MB04,32.62542,-102.48802,956.0
TX,MB04,32.62542,-102.48802,956.0
TX,MB07,32.00061,-102.25277,880.0
TX,MB07,32.00061,-102.25277,880.0
TX,MB08,31.884448,-102.328853,863.0
TX,MB08,31.884448,-102.328853,863.0
TX,MB15,32.393839,-102.165931,999.0
TX,MB16,32.337047,-102.236844,904.0
TX,MB17,32.031106,-102.04114,852.0
TX,MB18,32.082143,-102.171812,871.0
TX,MB25,32.02737,-102.4867,921.0
TX,MNHN,31.34023,-102.76141,750.0
TX,MNHN,31.34023,-102.76141,750.0
TX,MNHN,31.34023,-102.76141,750.0
TX,ODSA,32.12009,-102.54913,943.0
TX,OG01,31.934943,-102.305318,892.0
TX,OG02,31.954503,-102.323853,909.0
TX,OG03,32.02737,-102.4867,921.0
TX,OG04,31.92935,-102.35986,805.0
TX,PB01,30.94367,-103.78112,1010.0
TX,PB02,31.408951,-103.510162,792.0
TX,PB03,31.08384,-103.51395,871.0
TX,PB03,31.08384,-103.51395,871.0
TX,PB04,31.18697,-103.2694,812.0
TX,PB05,30.91978,-103.3247,957.0
TX,PB06,31.6472,-103.21825,831.0
TX,PB07,31.57935,-103.66793,856.0
TX,PB07,31.57935,-103.66793,856.0
TX,PB07,31.57935,-103.66793,856.0
TX,PB08,30.89174,-102.90736,926.0
TX,PB09,31.774145,-104.301444,1139.0
TX,PB10,31.283607,-103.754585,858.0
TX,PB11,31.93553,-104.03412,915.0
TX,PB12,31.2133,-103.9577,1011.9
TX,PB13,31.5542,-103.8458,956.1
TX,PB14,31.12932,-103.1511,807.0
TX,PB15,31.2114,-103.08439,743.0
TX,PB16,31.12496,-103.252,848.0
TX,PB16A,31.12496,-103.252,848.0
TX,PB17,30.99675,-103.15182,734.0
TX,PB17,30.99675,-103.15182,734.0
TX,PB17,30.99675,-103.15182,734.0
TX,PB18,31.20084,-103.1996,825.0
TX,PB19,31.303087,-103.099701,782.4
TX,PB20,31.6281,-104.06179,1022.0
TX,PB21,31.341918,-103.06216,753.0
TX,PB22,31.21173,-103.077,808.0
TX,PB22,31.211658,-103.076924,808.0
TX,PB23,31.66404,-104.07276,1005.0
TX,PB24,31.61979,-104.01776,997.0
TX,PB25,31.58308,-104.07019,1037.0
TX,PB26,31.57819,-104.12579,1065.0
TX,PB27,31.576319,-103.130707,812.3
TX,PB28,31.66864,-104.50077,1204.0
TX,PB29,31.75299,-104.514453,1242.0
TX,PB30,31.2804,-103.3227,829.0
TX,PB30,31.2804,-103.3227,829.0
TX,PB30,31.2804,-103.3227,829.0
TX,PB31,31.73226,-104.030536,907.0
TX,PB31,31.73226,-104.030536,907.0
TX,PB32,31.10306,-103.37278,861.0
TX,PB32,31.10306,-103.37278,861.0
TX,PB33,31.534929,-104.054045,1006.0
TX,PB34,31.676667,-104.037778,969.3
TX,PB35,31.656187,-104.43203,1224.0
TX,PB36,31.680262,-104.425899,1218.0
TX,PB37,31.71847,-104.528416,1263.0
TX,PB38,31.72972,-104.426634,1240.0
TX,PB39,31.721667,-104.060278,927.0
TX,PB40,31.641994,-103.933959,935.0
TX,PB42,31.764578,-103.640224,830.0
TX,PB43,31.680019,-103.864872,896.0
TX,PB44,31.92377,-103.986965,894.0
TX,PB46,31.706947,-103.475133,878.0
TX,PB47,31.741433,-103.3351,861.0
TX,PB51,31.940163,-103.381836,978.0
TX,PCOS,31.408922,-103.510147,788.2
TX,PECS,31.37045,-103.86697,914.0
TX,RTBA,36.43795,-102.73743,1284.0
TX,VHRN,30.786736,-104.985193,1253.0
TX,YK01,33.110552,-103.008071,1150.0
TX,YK01,33.110552,-103.008071,1150.0
US,MNTX,31.6985,-105.3821,404.8
US,MVCO,37.19956,-108.49251,2169.9
US,SDCO,37.7456,-105.5012,2569.0
X9,P1MS,34.09198,-106.8716,1402.7
X9,P1MS,34.09198,-106.8716,1402.7
X9,P1MS,34.09198,-106.8716,1402.7
X9,P1MS,34.09198,-106.8716,1402.7
X9,P2US,34.094634,-106.831641,1436.6
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.110446,-106.809458,1524.7
X9,P3US,34.11038,-106.81394,1510.0
X9,P3US,34.11038,-106.81394,1524.7
X9,P3US,34.11038,-106.81394,1510.0
X9,P3US,34.11038,-106.81394,1524.7
X9,P4US,34.102941,-106.787712,1543.3
XB,CNTR,33.978199,-107.186996,3174.0
XB,NELG,33.979198,-107.185699,3180.0
XB,NWLG,33.978901,-107.188797,3179.0
XB,SWLG,33.976601,-107.186401,3185.0
XE,ALMO,34.254601,-106.983902,1612.0
